,subject,target,BlockType,TrialType,block,move_init_bound_msecRT,enter_box_msecRT,velocity_drop_msecRT,msecRT,ACC,probemsecRT,probeACC,corrected_movements,corrected_movements_1_4,movement_angle,movement_angle_1_4,movement_angle_difference,movement_angle_difference_1_4
0,OGWM_101,PFC_cTBS,invalid,compatible,4.434782608695652,575.4347826086956,716.2727272727273,796.7272727272727,938.0909090909091,0.9565217391304348,677.4782608695652,1.0,0.08695652173913043,0.08695652173913043,51.392567432982204,35.46966182198279,11.745280270096462,12.593521800379044
1,OGWM_101,PFC_cTBS,invalid,incompatible,4.305882352941176,672.035294117647,850.9058823529411,947.2142857142857,1077.2470588235294,1.0,729.0705882352942,1.0,0.09411764705882353,0.11764705882352941,28.562312193235336,36.98896367588249,13.504783357219953,16.844495782094494
2,OGWM_101,PFC_cTBS,neutral,compatible,5.333333333333333,480.537037037037,639.0370370370371,757.9607843137255,873.8333333333334,1.0,704.9629629629629,1.0,0.0,0.0,25.88885578420996,19.24145227645268,4.60187703074612,6.16226645995606
3,OGWM_101,PFC_cTBS,neutral,incompatible,5.333333333333333,633.7407407407408,776.7924528301887,912.3148148148148,1076.388888888889,0.9814814814814815,716.0370370370371,0.9814814814814815,0.07407407407407407,0.12962962962962962,-11.870141374586272,-15.676936676692398,12.066425331136712,18.361162621706903
4,OGWM_101,PFC_cTBS,valid,compatible,5.352941176470588,492.36470588235295,614.035294117647,727.3764705882353,857.7411764705882,1.0,673.2,1.0,0.011764705882352941,0.023529411764705882,24.273045676734547,13.96531416260794,7.101797279133636,10.0151535133491
5,OGWM_101,PFC_cTBS,valid,incompatible,5.260869565217392,608.5652173913044,861.0869565217391,848.047619047619,1076.2608695652175,1.0,682.5217391304348,0.9565217391304348,0.17391304347826086,0.21739130434782608,-19.94179673264946,2.3063246411517717,23.1059943595277,31.265963507293474
6,OGWM_101,PFC_iTBS,invalid,compatible,4.0,604.25,757.9166666666666,865.1739130434783,1013.5,1.0,818.0,1.0,0.0,0.041666666666666664,71.18397416744406,67.93707004492363,6.69793974409994,11.115417769415748
7,OGWM_101,PFC_iTBS,invalid,incompatible,4.0,648.4047619047619,868.3253012048193,947.2142857142857,1111.0487804878048,0.9761904761904762,725.4166666666666,0.9880952380952381,0.11904761904761904,0.13095238095238096,40.96267639785894,63.43171428053798,14.805855557012633,18.00175499727094
8,OGWM_101,PFC_iTBS,neutral,compatible,4.0,531.2777777777778,689.6296296296297,790.3529411764706,948.2777777777778,1.0,708.8888888888889,1.0,0.0,0.0,63.43379861546855,49.5303246208722,6.2411278261947025,7.738787679581334
9,OGWM_101,PFC_iTBS,neutral,incompatible,4.0,660.6111111111111,845.5370370370371,932.1730769230769,1122.148148148148,1.0,747.0925925925926,0.9629629629629629,0.07407407407407407,0.05555555555555555,87.70040423751847,77.02207452670946,13.05561691314366,11.363264542543119
10,OGWM_101,PFC_iTBS,valid,compatible,6.964705882352941,466.0352941176471,658.9764705882353,762.1807228915662,905.3882352941176,1.0,680.0470588235294,1.0,0.058823529411764705,0.07058823529411765,73.36004112131009,68.91303249483009,9.710715459201925,11.758388655025131
